en	de	fr	ja	cn	ko	lineno
'Focus Living Liquid'	'belebtes Wasser fokussieren'		'リビングリキッドを攻撃'	'攻击水基佬'	'인간형 집중 공격'	the_epic_of_alexander.js line#575
'#' + data.limitCutNumber	'#' + data.limitCutNumber	'#' + data.limitCutNumber	data.limitCutNumber + '番'	'#' + data.limitCutNumber	data.limitCutNumber + '번째'	the_epic_of_alexander.js line#656
'Knockback Cleave; Face Outside'	'Rückstoß Cleave; nach Außen schauen'	'Poussée Cleave; Regarde à l\'extérieur'	'ノックバック ソード; 外向く'	'击退顺劈; 面向外侧'	'넉백 소드; 바깥쪽 바라보기'	the_epic_of_alexander.js line#681
'Knockback Charge; Face Middle'	'Rückstoß Charge; zur Mitte schauen'	'Poussée Charge; Regarde à l\'intérieur'	'ノックバック チャージ; 中央向く'	'击退冲锋; 面向中间'	'넉백 차지; 안쪽 바라보기'	the_epic_of_alexander.js line#690
'Knockback Cleave on YOU'	'Rückstoß Cleave auf DIR'	'Cleave sur VOUS'	'自分にクリーブ'	'击退顺劈点名'	'나에게 넉백 공격'	the_epic_of_alexander.js line#700
'Knockback'	'Rückstoß'	'Poussée'	'ノックバック'	'击退'	'넉백'	the_epic_of_alexander.js line#709
'Enumeration: ' + names.map((x) => data.ShortName(x)).join(', ')	'Enumeration: ' + names.map((x) => data.ShortName(x)).join(', ')	'Enumeration: ' + names.map((x) => data.ShortName(x)).join(', ')	'カウント: ' + names.map((x) => data.ShortName(x)).join(', ')	'计数' + names.map((x) => data.ShortName(x)).join(', ')	'인원수 대상: ' + names.map((x) => data.ShortName(x)).join(', ')	the_epic_of_alexander.js line#857
'Drop Water Soon'	'Gleich Wasser ablegen'	'Dépose l\'eau bientôt'	'水来るよ'	'马上放水'	'물이 곧 옵니다'	the_epic_of_alexander.js line#923
'Drop Lightning Soon'	'Gleich Blitz ablegen'	'Passe la foudre bientôt'	'雷来るよ'	'马上放雷'	'번개가 곧 옵니다'	the_epic_of_alexander.js line#971
'Verdict: ' + data.nisiNames[num] + ' Nisi'	'Prozesseröffnung: ' + data.nisiNames[num] + ' Nisi'	'Verdict: ' + data.nisiNames[num] + ' Nisi'	'最終: ' + data.nisiNames[num]	'最终: ' + data.nisiNames[num]	'최종: ' + data.nisiNames[num]	the_epic_of_alexander.js line#1096
'Shared Tankbuster on YOU'	'geteilter Tankbuster auf DIR'	'Tankbuster partagé sur vous'	'自分にタンクシェア'	'分摊死刑点名'	'나에게 쉐어 탱크버스터'	the_epic_of_alexander.js line#1128
'Shared Tankbuster on ' + data.ShortName(matches.target)	'geteilter Tankbuster on ' + data.ShortName(matches.target)	'Tankbuster partagé sur ' + data.ShortName(matches.target)	data.ShortName(matches.target) + ' にタンクシェア'	'分摊死刑点 ' + data.ShortName(matches.target)	'쉐어 탱크버스터 대상: ' + data.ShortName(matches.target)	the_epic_of_alexander.js line#1138
'Bait Super Jump?'	'Supersprung anlocken?'		'スパジャン誘導'	'引导超级跳跃'	'슈퍼 점프 유도'	the_epic_of_alexander.js line#1151
'No Debuff'	'Kein Debuff'		'デバフ無し'	'无 Debuff'	'디버프 없음'	the_epic_of_alexander.js line#1210
'Shared Sentence on ' + matches.target			matches.target + ' に集団罰'	'集团罪->' + matches.target	matches.target + ' 에게 단체형'	the_epic_of_alexander.js line#1293
'Bait Jump With Cooldowns'			'スパジャン誘導'	'引导冷却跳跃'	'슈퍼 점프 유도'	the_epic_of_alexander.js line#1450
'Bait Sword'	'Locke Chaser-Mecha Schwert'		'ソード誘導'	'引导剑'	'소드 유도'	the_epic_of_alexander.js line#1465
'Bait Sword or Jump?'			'ソードかジャンプ誘導?'	'引导剑或跳?'	'소드 또는 슈퍼 점프 유도?'	the_epic_of_alexander.js line#1475
'Vuln: Avoid cleaves and jump'			'被ダメ増加'	'易伤：躲避顺劈和跳'	'받는 데미지 증가: 공격과 점프 피할것'	the_epic_of_alexander.js line#1489
'Bait Chakrams mid; Look opposite Alex'	'Locke Chakrams mittig; schau weg von Alex'		'中央にチャクラム誘導; アレキの反対見て'	'中间引导轮轮，背对亚历山大'	'가운데로 차크람 유도; 알렉 반대쪽이 북쪽'	the_epic_of_alexander.js line#1508
'Bait Chakrams'			'チャクラム誘導'	'引导轮轮'	'차크람 유도'	the_epic_of_alexander.js line#1516
