en	de	fr	ja	cn	ko	lineno
﻿data.ShortName(matches.target) + ' died'	data.ShortName(matches.target) + ' gestorben'			data.ShortName(matches.target) + ' 死亡'	data.ShortName(matches.target) + ' 죽음'	ultima_weapon_ultimate.js line#270
﻿'Hatch: ' + hatches	'Ausbrüten: ' + hatches	'Éclosion: ' + hatches	'魔力爆散' + hatches	'魔力爆散' + hatches	'마력연성: ' + hatches	unending_coil_ultimate.js line#267
'Doom #1 on YOU'	'Verhängnis #1 auf DIR'	'Glas #1 sur VOUS'	'自分に一番目死の宣告'	'死宣一号点名'	'죽음의 선고 1번'	unending_coil_ultimate.js line#647
'Doom #2 on YOU'	'Verhängnis #2 auf DIR'	'Glas #2 sur VOUS'	'自分に二番目死の宣告'	'死宣二号点名'	'죽음의 선고 2번'	unending_coil_ultimate.js line#657
'Doom #3 on YOU'	'Verhängnis #3 auf DIR'	'Glas #3 sur VOUS'	'自分に三番目死の宣告'	'死宣三号点名'	'죽음의 선고 3번'	unending_coil_ultimate.js line#666
'Cleanse #' + data.doomCount + ': ' + data.ShortName(name)	'Medica #' + data.doomCount + ': ' + data.ShortName(name)	'Purifié #' + data.doomCount + ': ' + data.ShortName(name)	'解除に番目' + data.doomCount + ': ' + data.ShortName(name)	'解除死宣 #' + data.doomCount + ': ' + data.ShortName(name)	'선고 해제 ' + data.doomCount + ': ' + data.ShortName(name)	unending_coil_ultimate.js line#743
'Fire OUT: Be in it'	'Feuer AUßEN: Drin sein'	'Feu EN DEHORS : Allez dessus'	'ファイアボールは離れる: 自分に密着'	'火出，踩火'	'불 대상자 밖으로: 나는 같이 맞기'	unending_coil_ultimate.js line#799
'Fire OUT'	'Feuer AUßEN'	'Feu EN DEHORS'	'ファイアボールは離れる'	'火出'	'불 대상자 밖으로'	unending_coil_ultimate.js line#811
'fire out; go with'	'feuer außen; mitgehen'	'Feu en dehors; y allez'	'ファイアボール離れる: 自分に密着'	'火出，分摊'	'밖에서 불 같이 맞기'	unending_coil_ultimate.js line#823
'fire out'	'feuer außen'	'Feu en dehors'	'ファイアボール離れる'	'火出'	'불 대상자 밖으로'	unending_coil_ultimate.js line#832
'Fire IN: AVOID!'	'Feuer INNEN: AUSWEICHEN!'	'Feu EN DEDANS : L\'ÉVITER !'	'ファイアボールは密着: 自分に離れる'	'火进：躲避！'	'불 같이맞기: 나는 피하기'	unending_coil_ultimate.js line#860
'Fire IN' + str	'Feuer INNEN'	'Feu EN DEDANS' + str	'ファイアボールは密着'	'火进'	'불 같이맞기'	unending_coil_ultimate.js line#889
'avoid fire in'	'feuer innen ausweichen'	'Éviter le feu en dedans'	'ファイアボール密着: 自分に離れる'	'躲避火进'	'불 같이맞으면 안됨'	unending_coil_ultimate.js line#900
'fire in'	'feuer innen'	'Feu en dedans'	'ファイアボール密着'	'火进'	'불 같이맞기'	unending_coil_ultimate.js line#909
'Fire IN: AVOID!'	'Feuer INNEN: AUSWEICHEN!'	'Feu EN DEDANS : L\'ÉVITER !'	'ファイアボールは密着: 自分に離れる'	'火进：躲避！'	'불 같이맞기: 나는 피하기'	unending_coil_ultimate.js line#946
'Marks: ' + data.naelMarks.join(', ') + (data.wideThirdDive ? ' (WIDE)' : '')	'Markierungen : ' + data.naelMarks.join(', ') + (data.wideThirdDive ? ' (GROß)' : '')	'Marque : ' + data.naelMarks.join(', ') + (data.wideThirdDive ? ' (LARGE)' : '')	'マーカー: ' + data.naelMarks.join(', ') + (data.wideThirdDive ? ' (広)' : '')	'标记: ' + data.naelMarks.join(', ') + (data.wideThirdDive ? ' (大)' : '')	'징: ' + data.naelMarks.join(', ') + (data.wideThirdDive ? ' (넓음)' : '')	unending_coil_ultimate.js line#1045
'Go To ' + marker + ' (in ' + dir + ')'	'Gehe zu ' + marker + ' (im ' + dir + ')'	'Aller en ' + marker + ' (au ' + dir + ')'	marker + 'に行く' + ' (あと ' + dir + '秒)'	'冲向' + marker + ' (剩余 ' + dir + '秒)'	marker + '로 이동' + ' (그리고 ' + dir + '로)'	unending_coil_ultimate.js line#1067
'Go To ' + ['A', 'B', 'C'][data.naelDiveMarkerCount]	'Gehe zu ' + ['A', 'B', 'C'][data.naelDiveMarkerCount]	'Aller en ' + ['A', 'B', 'C'][data.naelDiveMarkerCount]	['A', 'B', 'C'][data.naelDiveMarkerCount] + '行くよ'	'前往 ' + ['A', 'B', 'C'][data.naelDiveMarkerCount]	['A', 'B', 'C'][data.naelDiveMarkerCount] + '로 이동'	unending_coil_ultimate.js line#1080
'Dive #' + num + ': ' + data.ShortName(matches.target)	'Sturz #' + num + ' : ' + data.ShortName(matches.target)	'Bombardement #' + num + ' : ' + data.ShortName(matches.target)	'ダイブ' + num + '番目:' + data.ShortName(matches.target)	'冲 #' + num + ': ' + data.ShortName(matches.target)	'카탈 ' + num + ': ' + data.ShortName(matches.target)	unending_coil_ultimate.js line#1101
data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (nael)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (nael)'	data.octetMarker.length + ' : ' + data.ShortName(matches.target) + ' (nael)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (ネール)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (奈尔)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (넬)'	unending_coil_ultimate.js line#1174
data.octetMarker.length + ': ' + data.ShortName(matches.target)	data.octetMarker.length + ': ' + data.ShortName(matches.target)	data.octetMarker.length + ' : ' + data.ShortName(matches.target)			data.octetMarker.length + ': ' + data.ShortName(matches.target)	unending_coil_ultimate.js line#1191
data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (baha)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (baha)'	data.octetMarker.length + ' : ' + data.ShortName(matches.target) + ' (baha)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (バハ)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (巴哈)'	data.octetMarker.length + ': ' + data.ShortName(matches.target) + ' (바하)'	unending_coil_ultimate.js line#1206
'YOU Stack for Twin'	'DU stackst für Twintania'	'VOUS devez appâter Gémellia'	'自分にタニアには頭割り'	'双塔集合'	'내가 트윈징 대상자'	unending_coil_ultimate.js line#1225
'8: ??? (twin)'	'8: ??? (Twintania)'	'8 : ??? (Gémellia)'	'8: ??? (ツインタニア)'	'8: ??? (双塔)'	'8: ??? (트윈타니아)'	unending_coil_ultimate.js line#1237
'8: ' + data.ShortName(data.lastOctetMarker) + ' (twin)'	'8: ' + data.ShortName(data.lastOctetMarker) + ' (Twintania)'	'8 : ' + data.ShortName(data.lastOctetMarker) + ' (Gémellia)'	'8: ' + data.ShortName(data.lastOctetMarker) + ' (ツインタニア)'	'8: ' + data.ShortName(data.lastOctetMarker) + ' (双塔)'	'8: ' + data.ShortName(data.lastOctetMarker) + ' (트윈타니아)'	unending_coil_ultimate.js line#1249
'stack for twin'	'stek für twintania'	'Se rassembler pour appâter Gémellia'	'頭割り'	'双塔集合'	'트윈타니아 옆에 서기'	unending_coil_ultimate.js line#1261
'Tower, bait hypernova'	'Turm, Hypernova ködern'	'Tour, appâter Supernova'	'タワーやスーパーノヴァ'	'踩塔, 引导超新星'	'초신성 피하고 기둥 밟기'	unending_coil_ultimate.js line#1363
'Bait Twin, then tower'	'Twintania in Turm locken'	'Appâter Gémellia, puis tour'	'タニアダイブやタワー'	'引导双塔, 踩塔'	'트윈타니아 유도 후 기둥 밟기'	unending_coil_ultimate.js line#1373
'Get in a far tower'	'Geh in entfernten Turm'	'Aller dans une tour lointaine'	'遠いタワー'	'踩远塔'	'기둥 밟기'	unending_coil_ultimate.js line#1382
'tower'	'Turm'	'Tour'	'タワー'	'塔'	'기둥'	unending_coil_ultimate.js line#1396
twin + ' (twin) has megaflare'				twin + ' (双塔) 带百万核爆'	twin + ' (트윈 징 대상자) => 쉐어'	unending_coil_ultimate.js line#1420
twin + ' (twin) needs tower'				twin + ' (双塔) 需要踩塔'	twin + ' (트윈 징 대상자) => 기둥'	unending_coil_ultimate.js line#1426
'No shaker; stack south.'	'Kein Erdstoß; im süden sammeln'	'Pas de Secousse; se rassembler au Sud.'	'シェイカーない；頭割りで南'	'不地震，南侧集合'	'징 없음, 모여서 쉐어'	unending_coil_ultimate.js line#1489
'Stack on safe spot'	'In Sicherheit steken'	'Se rassembler au point sauf'	'頭割りで安全'	'安全点集合'	'안전장소에 모이기'	unending_coil_ultimate.js line#1501
'tether'	'Verbindung'	'Lien'	'線'	'线'	'줄'	unending_coil_ultimate.js line#1518
'stack south'	'stek im süden'	'Se rassembler au sud'	'頭割りで南'	'南侧集合'	'모여서 쉐어'	unending_coil_ultimate.js line#1528
'safe spot'	'in sicherheit'	'Point sauf'	'安全'	'安全点'	'안전장소로'	unending_coil_ultimate.js line#1540
str + ' (YOU)'	str + ' (DU)'	str + ' (VOUS)'	'モーン・アファー' + data.mornAfahCount + '回' + ' (自分)'	'无尽顿悟 #' + data.mornAfahCount	'몬 아파 ' + data.mornAfahCount + ' (나에게)'	unending_coil_ultimate.js line#1572
str + ' (' + data.ShortName(matches.target) + ')'	str + ' (' + data.ShortName(matches.target) + ')'	str + ' (' + data.ShortName(matches.target) + ')'	'モーン・アファー' + data.mornAfahCount + '回' + ' (' + data.ShortName(matches.target) + ')'	'无尽顿悟 #' + data.mornAfahCount	'몬 아파 ' + data.mornAfahCount + ' (' + data.ShortName(matches.target) + ')'	unending_coil_ultimate.js line#1581
'morn afah ' + data.ShortName(matches.target)				'无尽顿悟 ' + data.ShortName(matches.target)	'몬 아파 ' + data.mornAfahCount	unending_coil_ultimate.js line#1591
'Akh Morn #' + data.akhMornCount				'死亡轮回 #' + data.akhMornCount	'아크 몬 ' + data.akhMornCount	unending_coil_ultimate.js line#1611
'Exaflare #' + data.exaflareCount	'Exaflare #' + data.exaflareCount	'ExaBrasier #' + data.exaflareCount	'エクサフレア' + data.exaflareCount + '回'	'百京核爆 #' + data.exaflareCount	'엑사플레어 ' + data.exaflareCount	unending_coil_ultimate.js line#1631
'exaflare ' + data.exaflareCount	'Exafleer '+ data.exaflareCount	'Exabrasier '+ data.exaflareCount	'エクサフレア' + data.exaflareCount	'百京核爆 ' + data.exaflareCount		unending_coil_ultimate.js line#1641
